index,hour,latency,uptime
0,0,44,100
0,1,132,100
0,2,42,100
0,3,42,100
0,4,42,100
0,5,43,100
0,6,50,100
0,7,46,100
0,8,44,100
0,9,48,100
0,10,874,91.67
0,11,985,91.67
0,12,130,100
0,13,1045,91.67
0,14,142,100
0,15,48,100
0,16,42,100
0,17,42,100
0,18,103,100
0,19,78,100
0,20,43,100
0,21,45,100
0,22,40,100
0,23,41,100
1,0,294,100
1,1,367,100
1,2,317,100
1,3,320,100
1,4,351,100
1,5,321,100
1,6,373,100
1,7,254,100
1,8,330,100
1,9,328,100
1,10,348,100
1,11,293,100
1,12,1149,91.67
1,13,297,100
1,14,303,100
1,15,317,100
1,16,208,100
1,17,295,100
1,18,266,100
1,19,344,100
1,20,272,100
1,21,298,100
1,22,321,100
1,23,284,100
2,0,304,100
2,1,212,100
2,2,251,100
2,3,213,100
2,4,240,100
2,5,1445,91.67
2,6,256,100
2,7,190,100
2,8,230,100
2,9,193,100
2,10,252,100
2,11,179,100
2,12,205,100
2,13,231,100
2,14,245,100
2,15,353,100
2,16,293,100
2,17,247,100
2,18,501,100
2,19,254,100
2,20,237,100
2,21,247,100
2,22,278,100
2,23,285,100
3,0,256,100
3,1,208,100
3,2,210,100
3,3,637,100
3,4,259,100
3,5,207,100
3,6,245,100
3,7,447,100
3,8,288,100
3,9,237,100
3,10,328,100
3,11,206,100
3,12,229,100
3,13,1443,91.67
3,14,295,100
3,15,279,100
3,16,255,100
3,17,187,100
3,18,235,100
3,19,301,100
3,20,596,100
3,21,295,100
3,22,269,100
3,23,315,100
4,0,301,100
4,1,336,100
4,2,292,100
4,3,272,91.67
4,4,675,100
4,5,295,100
4,6,327,100
4,7,219,100
4,8,738,100
4,9,292,100
4,10,637,100
4,11,204,100
4,12,292,100
4,13,314,100
4,14,326,100
4,15,279,100
4,16,354,100
4,17,336,100
4,18,300,100
4,19,335,100
4,20,268,100
4,21,1107,91.67
4,22,244,100
4,23,312,100
5,0,341,100
5,1,274,100
5,2,352,100
5,3,332,100
5,4,332,100
5,5,508,100
5,6,333,100
5,7,268,100
5,8,295,100
5,9,318,100
5,10,416,100
5,11,250,100
5,12,395,100
5,13,349,100
5,14,283,100
5,15,285,100
5,16,304,100
5,17,633,100
5,18,463,100
5,19,391,100
5,20,466,100
5,21,292,100
5,22,277,100
5,23,330,100
6,0,326,100
6,1,1235,91.67
6,2,540,100
6,3,266,100
6,4,296,100
6,5,294,100
6,6,286,100
6,7,244,100
6,8,282,100
6,9,518,100
6,10,294,100
6,11,277,100
6,12,215,100
6,13,274,100
6,14,312,100
6,15,388,100
6,16,246,100
6,17,266,100
6,18,309,100
6,19,1024,100
6,20,268,100
6,21,287,100
6,22,270,100
6,23,288,100
7,0,224,100
7,1,194,100
7,2,1046,91.67
7,3,174,100
7,4,200,100
7,5,192,100
7,6,223,100
7,7,209,100
7,8,1002,91.67
7,9,223,100
7,10,224,100
7,11,203,100
7,12,206,100
7,13,316,100
7,14,222,100
7,15,220,100
7,16,202,100
7,17,233,100
7,18,233,100
7,19,217,100
7,20,208,100
7,21,229,100
7,22,249,100
7,23,228,100
8,0,221,100
8,1,177,100
8,2,190,100
8,3,194,100
8,4,621,100
8,5,223,100
8,6,240,100
8,7,195,100
8,8,201,100
8,9,201,100
8,10,192,100
8,11,291,100
8,12,219,100
8,13,226,100
8,14,235,100
8,15,170,100
8,16,173,100
8,17,224,100
8,18,207,100
8,19,219,100
8,20,171,100
8,21,238,100
8,22,199,100
8,23,206,100
9,0,179,100
9,1,1038,91.67
9,2,221,100
9,3,172,100
9,4,195,100
9,5,193,100
9,6,205,100
9,7,220,100
9,8,203,100
9,9,227,100
9,10,194,100
9,11,187,100
9,12,198,100
9,13,204,100
9,14,208,100
9,15,216,100
9,16,229,100
9,17,223,100
9,18,218,100
9,19,193,100
9,20,195,100
9,21,277,100
9,22,245,100
9,23,213,100
10,0,365,100
10,1,315,100
10,2,313,100
10,3,329,100
10,4,314,100
10,5,314,100
10,6,325,100
10,7,316,100
10,8,347,41.67
10,9,732,41.67
10,10,808,41.67
10,11,303,83.33
10,12,315,100
10,13,315,100
10,14,321,100
10,15,311,100
10,16,312,100
10,17,313,100
10,18,320,100
10,19,314,100
10,20,312,100
10,21,314,100
10,22,315,100
10,23,323,100
11,0,326,100
11,1,326,100
11,2,312,100
11,3,324,100
11,4,312,100
11,5,310,100
11,6,317,100
11,7,316,100
11,8,349,33.33
11,9,477,25
11,10,651,8.33
11,11,294,83.33
11,12,312,100
11,13,313,100
11,14,314,100
11,15,312,100
11,16,337,100
11,17,312,100
11,18,313,100
11,19,316,100
11,20,312,100
11,21,322,100
11,22,310,100
11,23,350,100
12,0,357,100
12,1,359,100
12,2,348,100
12,3,919,100
12,4,363,100
12,5,369,100
12,6,341,100
12,7,374,100
12,8,278,41.67
12,9,259,16.67
12,10,255,8.33
12,11,317,83.33
12,12,370,100
12,13,335,100
12,14,384,100
12,15,370,100
12,16,333,100
12,17,615,100
12,18,335,100
12,19,370,100
12,20,345,100
12,21,696,100
12,22,364,100
12,23,419,100
13,0,328,100
13,1,318,100
13,2,311,100
13,3,312,100
13,4,334,100
13,5,311,100
13,6,314,100
13,7,313,100
13,8,559,41.67
13,9,270,41.67
13,10,411,8.33
13,11,296,83.33
13,12,314,100
13,13,312,100
13,14,313,100
13,15,311,100
13,16,324,100
13,17,353,100
13,18,332,100
13,19,320,100
13,20,313,100
13,21,321,100
13,22,330,100
13,23,321,100
14,0,1241,91.67
14,1,405,100
14,2,415,100
14,3,1054,100
14,4,444,100
14,5,422,100
14,6,452,100
14,7,1176,100
14,8,1382,50
14,9,487,33.33
14,10,1450,16.67
14,11,1005,83.33
14,12,521,100
14,13,604,100
14,14,941,100
14,15,573,100
14,16,645,100
14,17,654,100
14,18,805,100
14,19,414,100
14,20,471,100
14,21,459,100
14,22,837,100
14,23,911,100
15,0,280,100
15,1,292,100
15,2,281,100
15,3,287,100
15,4,298,100
15,5,281,100
15,6,302,100
15,7,284,100
15,8,301,100
15,9,354,100
15,10,302,100
15,11,295,100
15,12,299,100
15,13,354,100
15,14,323,100
15,15,304,100
15,16,321,100
15,17,346,100
15,18,356,100
15,19,335,100
15,20,315,100
15,21,306,100
15,22,366,100
15,23,313,100
16,0,224,100
16,1,219,100
16,2,222,100
16,3,215,100
16,4,239,100
16,5,217,100
16,6,224,100
16,7,232,100
16,8,245,100
16,9,275,100
16,10,263,100
16,11,257,100
16,12,262,100
16,13,275,100
16,14,268,100
16,15,272,100
16,16,283,100
16,17,292,100
16,18,298,100
16,19,290,100
16,20,269,100
16,21,271,100
16,22,270,100
16,23,238,100
17,0,31,100
17,1,32,100
17,2,33,100
17,3,35,100
17,4,31,100
17,5,31,100
17,6,32,100
17,7,32,100
17,8,34,100
17,9,34,100
17,10,34,100
17,11,33,100
17,12,34,100
17,13,52,100
17,14,34,100
17,15,62,100
17,16,39,100
17,17,43,100
17,18,41,100
17,19,61,100
17,20,33,100
17,21,38,100
17,22,38,100
17,23,31,100
18,0,32,100
18,1,35,100
18,2,52,100
18,3,31,100
18,4,31,100
18,5,31,100
18,6,31,100
18,7,32,100
18,8,41,100
18,9,32,100
18,10,35,100
18,11,33,100
18,12,34,100
18,13,35,100
18,14,35,100
18,15,42,100
18,16,40,100
18,17,34,100
18,18,35,100
18,19,34,100
18,20,49,100
18,21,33,100
18,22,33,100
18,23,32,100
19,0,28,100
19,1,27,100
19,2,26,100
19,3,26,100
19,4,27,100
19,5,27,100
19,6,26,100
19,7,27,100
19,8,28,100
19,9,27,100
19,10,27,100
19,11,27,100
19,12,27,100
19,13,28,100
19,14,27,100
19,15,26,100
19,16,27,100
19,17,27,100
19,18,26,100
19,19,28,100
19,20,28,100
19,21,27,100
19,22,27,100
19,23,26,100
20,0,27,100
20,1,28,100
20,2,27,100
20,3,27,100
20,4,27,100
20,5,28,100
20,6,27,100
20,7,29,100
20,8,27,100
20,9,27,100
20,10,28,100
20,11,27,100
20,12,27,100
20,13,28,100
20,14,28,100
20,15,32,100
20,16,29,100
20,17,28,100
20,18,28,100
20,19,28,100
20,20,29,100
20,21,27,100
20,22,27,100
20,23,28,100
21,0,107,100
21,1,87,100
21,2,63,100
21,3,54,100
21,4,62,100
21,5,54,100
21,6,56,100
21,7,66,100
21,8,58,100
21,9,60,100
21,10,57,100
21,11,59,100
21,12,71,100
21,13,113,100
21,14,88,100
21,15,104,100
21,16,141,100
21,17,93,100
21,18,124,100
21,19,132,100
21,20,119,100
21,21,77,100
21,22,82,100
21,23,64,100
22,0,88,100
22,1,68,100
22,2,53,100
22,3,52,100
22,4,53,100
22,5,52,100
22,6,53,100
22,7,317,100
22,8,55,100
22,9,54,100
22,10,57,100
22,11,55,100
22,12,65,100
22,13,312,100
22,14,75,100
22,15,88,100
22,16,91,100
22,17,95,100
22,18,109,100
22,19,207,100
22,20,119,100
22,21,66,100
22,22,54,100
22,23,83,100
23,0,28,100
23,1,27,100
23,2,26,100
23,3,28,100
23,4,36,100
23,5,26,100
23,6,27,100
23,7,29,100
23,8,29,100
23,9,29,100
23,10,29,100
23,11,29,100
23,12,54,100
23,13,31,100
23,14,32,100
23,15,27,100
23,16,29,100
23,17,27,100
23,18,28,100
23,19,27,100
23,20,34,100
23,21,26,100
23,22,26,100
23,23,25,100
24,0,28,100
24,1,27,100
24,2,27,100
24,3,27,100
24,4,26,100
24,5,35,100
24,6,27,100
24,7,27,100
24,8,28,100
24,9,28,100
24,10,29,100
24,11,28,100
24,12,29,100
24,13,69,100
24,14,34,100
24,15,34,100
24,16,37,100
24,17,34,100
24,18,34,100
24,19,34,100
24,20,33,100
24,21,42,100
24,22,33,100
24,23,32,100
25,0,29,100
25,1,31,100
25,2,30,100
25,3,31,100
25,4,80,100
25,5,29,100
25,6,30,100
25,7,30,100
25,8,31,100
25,9,30,100
25,10,37,100
25,11,32,100
25,12,78,100
25,13,31,100
25,14,31,100
25,15,32,100
25,16,32,100
25,17,32,100
25,18,31,100
25,19,33,100
25,20,55,100
25,21,31,100
25,22,31,100
25,23,30,100
26,0,30,100
26,1,39,100
26,2,30,100
26,3,31,100
26,4,31,100
26,5,31,100
26,6,31,100
26,7,31,100
26,8,33,100
26,9,56,100
26,10,32,100
26,11,32,100
26,12,33,100
26,13,34,100
26,14,34,100
26,15,34,100
26,16,35,100
26,17,94,100
26,18,32,100
26,19,35,100
26,20,33,100
26,21,32,100
26,22,32,100
26,23,30,100
27,0,437,100
27,1,423,100
27,2,506,100
27,3,854,100
27,4,466,100
27,5,422,100
27,6,1035,100
27,7,461,100
27,8,891,100
27,9,485,100
27,10,393,100
27,11,462,100
27,12,381,100
27,13,568,100
27,14,510,100
27,15,362,100
27,16,500,100
27,17,522,100
27,18,429,100
27,19,458,100
27,20,468,100
27,21,422,100
27,22,500,100
27,23,475,100
