index,hour,latency,uptime
0,0,43,100
0,1,42,100
0,2,127,100
0,3,43,100
0,4,47,100
0,5,42,100
0,6,47,100
0,7,43,100
0,8,43,100
0,9,38,100
0,10,125,100
0,11,133,100
0,12,43,100
0,13,42,100
0,14,43,100
0,15,45,100
0,16,44,100
0,17,43,100
0,18,45,100
0,19,44,100
0,20,44,100
0,21,127,100
0,22,43,100
0,23,44,100
1,0,164,100
1,1,187,100
1,2,214,100
1,3,167,100
1,4,187,100
1,5,218,100
1,6,197,100
1,7,167,100
1,8,194,100
1,9,161,100
1,10,162,100
1,11,216,100
1,12,163,100
1,13,171,100
1,14,167,100
1,15,192,100
1,16,169,100
1,17,168,100
1,18,186,100
1,19,164,100
1,20,166,100
1,21,191,100
1,22,167,100
1,23,170,100
2,0,166,100
2,1,168,100
2,2,169,100
2,3,170,100
2,4,174,100
2,5,222,100
2,6,174,100
2,7,170,100
2,8,170,100
2,9,208,100
2,10,166,100
2,11,167,100
2,12,179,100
2,13,173,100
2,14,171,100
2,15,171,100
2,16,168,100
2,17,168,100
2,18,174,100
2,19,174,100
2,20,170,100
2,21,187,100
2,22,175,100
2,23,187,100
3,0,177,100
3,1,184,100
3,2,188,100
3,3,179,100
3,4,184,100
3,5,177,100
3,6,184,100
3,7,183,100
3,8,178,100
3,9,176,100
3,10,190,100
3,11,182,100
3,12,181,100
3,13,177,100
3,14,182,100
3,15,179,100
3,16,184,100
3,17,186,100
3,18,179,100
3,19,178,100
3,20,185,100
3,21,182,100
3,22,177,100
3,23,174,100
4,0,216,100
4,1,195,100
4,2,214,100
4,3,189,100
4,4,189,100
4,5,170,100
4,6,238,100
4,7,186,100
4,8,168,100
4,9,247,100
4,10,164,100
4,11,197,100
4,12,169,100
4,13,198,100
4,14,167,100
4,15,171,100
4,16,215,100
4,17,172,100
4,18,167,100
4,19,170,100
4,20,168,100
4,21,164,100
4,22,171,100
4,23,167,100
5,0,174,100
5,1,164,100
5,2,209,100
5,3,163,100
5,4,187,100
5,5,227,100
5,6,217,100
5,7,169,100
5,8,168,100
5,9,467,100
5,10,181,100
5,11,173,100
5,12,188,100
5,13,167,100
5,14,172,100
5,15,167,100
5,16,169,100
5,17,164,100
5,18,169,100
5,19,192,100
5,20,185,100
5,21,191,100
5,22,171,100
5,23,209,100
6,0,176,100
6,1,219,100
6,2,192,100
6,3,214,100
6,4,191,100
6,5,193,100
6,6,220,100
6,7,170,100
6,8,198,100
6,9,181,100
6,10,252,100
6,11,192,100
6,12,176,100
6,13,169,100
6,14,175,100
6,15,167,100
6,16,166,100
6,17,193,100
6,18,165,100
6,19,168,100
6,20,199,100
6,21,165,100
6,22,190,100
6,23,188,100
7,0,166,100
7,1,165,100
7,2,171,100
7,3,167,100
7,4,177,100
7,5,169,100
7,6,176,100
7,7,172,100
7,8,193,100
7,9,222,100
7,10,162,100
7,11,168,100
7,12,166,100
7,13,209,100
7,14,171,100
7,15,186,100
7,16,172,100
7,17,168,100
7,18,253,100
7,19,167,100
7,20,168,100
7,21,163,100
7,22,165,100
7,23,165,100
8,0,176,100
8,1,171,100
8,2,167,100
8,3,250,100
8,4,168,100
8,5,168,100
8,6,242,100
8,7,190,100
8,8,196,100
8,9,180,100
8,10,162,100
8,11,192,100
8,12,169,100
8,13,169,100
8,14,168,100
8,15,171,100
8,16,178,100
8,17,170,100
8,18,169,100
8,19,166,100
8,20,168,100
8,21,165,100
8,22,171,100
8,23,170,100
9,0,183,100
9,1,184,100
9,2,165,100
9,3,168,100
9,4,181,100
9,5,191,100
9,6,189,100
9,7,174,100
9,8,168,100
9,9,154,100
9,10,162,100
9,11,167,100
9,12,168,100
9,13,169,100
9,14,168,100
9,15,168,100
9,16,166,100
9,17,164,100
9,18,166,100
9,19,184,100
9,20,163,100
9,21,167,100
9,22,163,100
9,23,165,100
10,0,307,100
10,1,308,100
10,2,307,100
10,3,308,100
10,4,305,100
10,5,306,100
10,6,305,100
10,7,309,100
10,8,307,100
10,9,307,100
10,10,306,100
10,11,308,100
10,12,309,100
10,13,308,100
10,14,306,100
10,15,303,100
10,16,307,100
10,17,305,100
10,18,307,100
10,19,307,100
10,20,305,100
10,21,309,100
10,22,307,100
10,23,305,100
11,0,304,100
11,1,307,100
11,2,306,100
11,3,305,100
11,4,304,100
11,5,307,100
11,6,306,100
11,7,307,100
11,8,308,100
11,9,305,100
11,10,305,100
11,11,308,100
11,12,307,100
11,13,307,100
11,14,302,100
11,15,304,100
11,16,307,100
11,17,304,100
11,18,305,100
11,19,307,100
11,20,304,100
11,21,305,100
11,22,304,100
11,23,303,100
12,0,323,100
12,1,320,100
12,2,324,100
12,3,316,100
12,4,318,100
12,5,318,100
12,6,320,100
12,7,315,100
12,8,324,100
12,9,316,100
12,10,322,100
12,11,339,100
12,12,324,100
12,13,322,100
12,14,336,100
12,15,396,100
12,16,323,100
12,17,380,100
12,18,322,100
12,19,319,100
12,20,328,100
12,21,321,100
12,22,318,100
12,23,339,100
13,0,304,100
13,1,306,100
13,2,304,100
13,3,304,100
13,4,302,100
13,5,304,100
13,6,305,100
13,7,305,100
13,8,304,100
13,9,304,100
13,10,303,100
13,11,306,100
13,12,304,100
13,13,304,100
13,14,307,100
13,15,306,100
13,16,304,100
13,17,306,100
13,18,303,100
13,19,306,100
13,20,304,100
13,21,302,100
13,22,304,100
13,23,302,100
14,0,355,100
14,1,354,100
14,2,343,100
14,3,370,100
14,4,343,100
14,5,357,100
14,6,365,100
14,7,360,100
14,8,362,100
14,9,355,100
14,10,351,100
