index,hour,latency,uptime
0,0,42,100
0,1,43,100
0,2,41,100
0,3,43,100
0,4,42,100
0,5,42,100
0,6,61,100
0,7,41,100
0,8,41,100
0,9,42,100
0,10,43,100
0,11,42,100
0,12,41,100
0,13,42,100
0,14,42,100
0,15,130,100
0,16,42,100
0,17,43,100
0,18,42,100
0,19,42,100
0,20,43,100
0,21,42,100
0,22,129,100
0,23,43,100
1,0,189,100
1,1,193,100
1,2,169,100
1,3,184,100
1,4,166,100
1,5,184,100
1,6,226,100
1,7,260,100
1,8,191,100
1,9,163,100
1,10,614,100
1,11,194,100
1,12,168,100
1,13,215,100
1,14,214,100
1,15,233,100
1,16,174,100
1,17,192,100
1,18,239,100
1,19,210,100
1,20,190,100
1,21,174,100
1,22,175,100
1,23,171,100
2,0,169,100
2,1,607,100
2,2,174,100
2,3,187,100
2,4,167,100
2,5,194,100
2,6,253,100
2,7,214,100
2,8,175,100
2,9,203,100
2,10,169,100
2,11,170,100
2,12,215,100
2,13,173,100
2,14,255,100
2,15,280,100
2,16,176,100
2,17,287,100
2,18,211,100
2,19,165,100
2,20,176,100
2,21,193,100
2,22,166,100
2,23,176,100
3,0,201,100
3,1,225,100
3,2,218,100
3,3,193,100
3,4,202,100
3,5,171,100
3,6,247,100
3,7,181,100
3,8,175,100
3,9,221,100
3,10,198,100
3,11,218,100
3,12,197,100
3,13,184,100
3,14,174,100
3,15,200,100
3,16,181,100
3,17,182,100
3,18,407,100
3,19,176,100
3,20,199,100
3,21,206,100
3,22,246,100
3,23,174,100
4,0,193,100
4,1,240,100
4,2,165,100
4,3,166,100
4,4,207,100
4,5,184,100
4,6,204,91.67
4,7,191,100
4,8,640,100
4,9,174,100
4,10,188,100
4,11,190,100
4,12,169,100
4,13,592,100
4,14,222,100
4,15,525,100
4,16,193,100
4,17,250,100
4,18,207,100
4,19,191,100
4,20,181,91.67
4,21,164,100
4,22,165,100
4,23,165,100
5,0,170,100
5,1,220,100
5,2,167,100
5,3,206,100
5,4,188,100
5,5,198,100
5,6,194,100
5,7,187,100
5,8,193,100
5,9,213,100
5,10,189,100
5,11,194,100
5,12,164,100
5,13,192,100
5,14,273,100
5,15,249,100
5,16,166,100
5,17,163,100
5,18,301,100
5,19,584,100
5,20,187,100
5,21,181,100
5,22,202,100
5,23,192,100
6,0,169,100
6,1,200,100
6,2,190,100
6,3,168,100
6,4,574,100
6,5,186,100
6,6,276,100
6,7,190,100
6,8,171,100
6,9,177,100
6,10,266,100
6,11,193,100
6,12,215,100
6,13,233,100
6,14,200,100
6,15,369,100
6,16,171,100
6,17,216,100
6,18,190,100
6,19,215,100
6,20,211,100
6,21,170,100
6,22,168,100
6,23,185,91.67
7,0,188,100
7,1,166,100
7,2,164,100
7,3,164,100
7,4,163,100
7,5,167,100
7,6,165,100
7,7,169,100
7,8,167,100
7,9,169,100
7,10,170,100
7,11,173,100
7,12,169,100
7,13,193,100
7,14,225,100
7,15,166,100
7,16,164,100
7,17,168,100
7,18,168,100
7,19,170,100
7,20,175,100
7,21,173,100
7,22,165,100
7,23,169,100
8,0,251,100
8,1,166,100
8,2,161,100
8,3,164,100
8,4,190,100
8,5,161,100
8,6,170,100
8,7,169,100
8,8,167,100
8,9,165,100
8,10,163,100
8,11,168,100
8,12,167,100
8,13,164,100
8,14,165,100
8,15,187,100
8,16,168,100
8,17,165,100
8,18,193,100
8,19,621,100
8,20,168,100
8,21,167,100
8,22,163,100
8,23,162,100
9,0,161,100
9,1,176,100
9,2,162,100
9,3,163,100
9,4,162,100
9,5,160,100
9,6,169,100
9,7,162,100
9,8,174,100
9,9,161,100
9,10,170,100
9,11,189,100
9,12,168,100
9,13,166,100
9,14,180,100
9,15,173,100
9,16,257,100
9,17,185,100
9,18,173,100
9,19,168,100
9,20,250,100
9,21,380,100
9,22,169,100
9,23,193,100
10,0,308,100
10,1,306,100
10,2,303,100
10,3,306,100
10,4,306,100
10,5,305,100
10,6,308,100
10,7,299,91.67
10,8,309,100
10,9,307,100
10,10,355,100
10,11,308,100
10,12,305,100
10,13,211,0
10,14,483,8.33
10,15,398,25
10,16,717,50
10,17,236,25
10,18,746,50
10,19,304,100
10,20,309,100
10,21,311,100
10,22,307,100
10,23,305,100
11,0,303,100
11,1,307,100
11,2,304,100
11,3,304,100
11,4,302,100
11,5,302,100
11,6,303,100
11,7,298,91.67
11,8,302,100
11,9,303,100
11,10,334,100
11,11,305,100
11,12,303,100
11,13,386,8.33
11,14,410,16.67
11,15,462,25
11,16,420,25
11,17,401,33.33
11,18,233,33.33
11,19,306,100
11,20,305,100
11,21,309,100
11,22,308,100
11,23,305,100
12,0,322,100
12,1,322,100
12,2,324,100
12,3,316,100
12,4,325,100
12,5,325,100
12,6,320,100
12,7,334,100
12,8,320,100
12,9,319,100
12,10,321,100
12,11,317,100
12,12,322,100
12,13,470,0
12,14,428,33.33
12,15,559,8.33
12,16,414,25
12,17,346,33.33
12,18,634,50
12,19,330,100
12,20,326,100
12,21,322,100
12,22,317,100
12,23,335,100
13,0,311,100
13,1,308,100
13,2,305,100
13,3,303,100
13,4,302,100
13,5,305,100
13,6,303,100
13,7,308,100
13,8,304,100
13,9,303,100
13,10,387,100
13,11,310,100
13,12,303,100
13,13,368,8.33
13,14,820,16.67
13,15,367,16.67
13,16,237,25
13,17,411,33.33
13,18,369,50
13,19,303,100
13,20,304,100
13,21,342,100
13,22,308,100
13,23,302,100
14,0,368,100
14,1,345,100
14,2,366,100
14,3,437,100
14,4,369,100
14,5,347,100
14,6,346,100
14,7,632,100
14,8,362,100
14,9,350,100
14,10,362,100
14,11,342,100
14,12,386,100
14,13,558,0
14,14,727,41.67
14,15,294,0
14,16,339,33.33
14,17,1033,33.33
14,18,331,33.33
14,19,354,100
14,20,358,100
14,21,341,100
14,22,356,100
14,23,342,100
15,0,296,100
15,1,285,100
15,2,288,100
15,3,282,100
15,4,286,100
15,5,318,100
15,6,283,100
15,7,295,100
15,8,293,100
15,9,300,100
15,10,304,100
15,11,287,100
15,12,292,100
15,13,320,100
15,14,317,100
15,15,305,100
15,16,307,100
15,17,301,100
15,18,323,100
15,19,326,100
15,20,301,100
15,21,351,100
15,22,302,100
15,23,290,100
16,0,213,100
16,1,225,100
16,2,215,100
16,3,205,100
16,4,207,100
16,5,216,100
16,6,208,100
16,7,217,100
16,8,216,100
16,9,220,100
16,10,262,100
16,11,273,100
16,12,253,100
16,13,256,100
16,14,275,100
16,15,262,100
16,16,287,100
16,17,262,100
16,18,286,100
16,19,293,100
16,20,293,100
16,21,312,100
16,22,234,100
16,23,232,100
17,0,32,100
17,1,32,100
17,2,32,100
17,3,32,100
17,4,32,100
17,5,32,100
17,6,32,100
17,7,32,100
17,8,33,100
17,9,33,100
17,10,45,100
17,11,30,100
17,12,32,100
17,13,36,100
17,14,35,100
17,15,34,100
17,16,34,100
17,17,34,100
17,18,34,100
17,19,36,100
17,20,35,100
17,21,34,100
17,22,33,100
17,23,32,100
18,0,30,100
18,1,30,100
18,2,28,100
18,3,28,100
18,4,29,100
18,5,29,100
18,6,29,100
18,7,30,100
