index,hour,latency,uptime
0,0,42,100
0,1,43,100
0,2,44,100
0,3,42,100
0,4,44,100
0,5,44,100
0,6,44,100
0,7,42,100
0,8,42,100
0,9,42,100
0,10,44,100
0,11,44,100
0,12,128,100
0,13,43,100
0,14,43,100
0,15,43,100
0,16,43,100
0,17,43,100
0,18,42,100
0,19,41,100
0,20,42,100
0,21,42,100
0,22,42,100
0,23,42,100
1,0,315,100
1,1,342,100
1,2,283,100
1,3,232,100
1,4,213,100
1,5,245,100
1,6,238,100
1,7,289,100
1,8,275,100
1,9,189,100
1,10,194,100
1,11,249,100
1,12,179,100
1,13,285,100
1,14,244,100
1,15,205,100
1,16,255,100
1,17,210,100
1,18,248,100
1,19,181,100
1,20,238,100
1,21,427,100
1,22,229,100
1,23,217,100
2,0,177,100
2,1,167,100
2,2,187,100
2,3,175,100
2,4,204,100
2,5,188,100
2,6,245,100
2,7,170,100
2,8,171,100
2,9,172,100
2,10,174,100
2,11,182,100
2,12,1012,91.67
2,13,208,100
2,14,167,100
2,15,194,100
2,16,196,100
2,17,172,100
2,18,195,100
2,19,177,100
2,20,192,100
2,21,170,100
2,22,386,100
2,23,196,100
3,0,238,100
3,1,191,100
3,2,175,100
3,3,175,100
3,4,195,100
3,5,177,100
3,6,177,100
3,7,185,100
3,8,180,100
3,9,175,100
3,10,199,100
3,11,190,100
3,12,204,100
3,13,179,100
3,14,172,100
3,15,177,100
3,16,181,100
3,17,185,100
3,18,181,100
3,19,179,100
3,20,190,100
3,21,178,100
3,22,606,100
3,23,176,100
4,0,235,100
4,1,263,100
4,2,183,100
4,3,277,100
4,4,212,100
4,5,255,100
4,6,274,100
4,7,255,100
4,8,284,100
4,9,210,100
4,10,229,100
4,11,195,100
4,12,187,100
4,13,218,100
4,14,239,100
4,15,382,100
4,16,198,100
4,17,199,100
4,18,202,100
4,19,193,100
4,20,782,100
4,21,240,100
4,22,235,100
4,23,167,100
5,0,284,100
5,1,613,100
5,2,451,100
5,3,242,100
5,4,259,100
5,5,244,100
5,6,291,100
5,7,281,100
5,8,209,100
5,9,207,100
5,10,169,100
5,11,245,100
5,12,231,100
5,13,216,100
5,14,184,100
5,15,220,100
5,16,198,100
5,17,164,100
5,18,189,100
5,19,185,100
5,20,271,100
5,21,231,100
5,22,367,100
5,23,217,100
6,0,219,100
6,1,254,100
6,2,282,100
6,3,231,100
6,4,231,100
6,5,258,100
6,6,236,100
6,7,233,100
6,8,266,100
6,9,210,100
6,10,266,100
6,11,245,100
6,12,281,100
6,13,210,100
6,14,200,100
6,15,174,100
6,16,176,100
6,17,223,91.67
6,18,455,100
6,19,187,91.67
6,20,202,100
6,21,1008,100
6,22,360,91.67
6,23,298,100
7,0,174,100
7,1,169,100
7,2,171,100
7,3,163,100
7,4,183,100
7,5,170,100
7,6,167,100
7,7,170,100
7,8,168,100
7,9,167,100
7,10,169,100
7,11,174,100
7,12,175,100
7,13,268,100
7,14,167,100
7,15,164,100
7,16,169,100
7,17,276,100
7,18,170,100
7,19,164,100
7,20,177,100
7,21,194,100
7,22,171,100
7,23,165,100
8,0,168,100
8,1,167,100
8,2,165,100
8,3,166,100
8,4,165,100
8,5,165,100
8,6,170,100
8,7,163,100
8,8,186,100
8,9,170,100
8,10,164,100
8,11,172,100
8,12,198,100
8,13,170,100
8,14,176,100
8,15,169,100
8,16,223,100
8,17,167,100
8,18,168,100
8,19,176,100
8,20,168,100
8,21,178,100
8,22,170,100
8,23,168,100
9,0,167,100
9,1,191,100
9,2,162,100
9,3,162,100
9,4,164,100
9,5,163,100
9,6,163,100
9,7,165,100
9,8,186,100
9,9,164,100
9,10,249,100
9,11,169,100
9,12,168,100
9,13,168,100
9,14,170,100
9,15,169,100
9,16,165,100
9,17,163,100
9,18,165,100
9,19,171,100
9,20,176,100
9,21,169,100
9,22,167,100
9,23,171,100
10,0,312,100
10,1,315,100
10,2,313,100
10,3,309,100
10,4,314,100
10,5,316,100
10,6,309,100
10,7,311,100
10,8,314,100
10,9,312,100
10,10,316,100
10,11,316,100
10,12,306,100
10,13,306,100
10,14,304,91.67
10,15,305,100
10,16,310,100
10,17,307,100
10,18,310,100
10,19,311,100
10,20,310,100
10,21,309,100
10,22,309,100
10,23,307,100
11,0,309,100
11,1,310,100
11,2,309,100
11,3,307,100
11,4,308,100
11,5,314,100
11,6,309,100
11,7,308,100
11,8,308,100
11,9,311,100
11,10,316,100
11,11,312,100
11,12,306,100
11,13,303,100
11,14,303,91.67
11,15,304,100
11,16,307,100
11,17,309,100
11,18,304,100
11,19,311,100
11,20,300,100
11,21,308,100
11,22,305,100
11,23,303,100
12,0,321,100
12,1,333,100
12,2,332,100
12,3,324,100
12,4,388,100
12,5,464,100
12,6,340,100
12,7,336,100
12,8,325,100
12,9,328,100
12,10,336,100
12,11,386,100
12,12,319,100
12,13,332,100
12,14,322,91.67
12,15,350,100
12,16,349,100
12,17,332,100
12,18,328,100
12,19,333,100
12,20,328,100
12,21,341,100
12,22,342,100
12,23,323,100
13,0,308,100
13,1,312,100
13,2,311,100
13,3,309,100
13,4,308,100
13,5,312,100
13,6,309,100
13,7,314,100
13,8,307,100
13,9,310,100
13,10,314,100
13,11,398,100
13,12,306,100
13,13,305,100
13,14,304,91.67
13,15,303,100
13,16,303,100
13,17,308,100
13,18,314,100
13,19,305,100
13,20,305,100
13,21,305,100
13,22,338,100
13,23,302,100
14,0,571,100
14,1,358,100
14,2,375,100
14,3,373,100
14,4,351,100
14,5,369,100
14,6,452,100
14,7,364,100
14,8,363,100
14,9,359,100
14,10,384,100
14,11,380,100
14,12,362,100
14,13,343,100
14,14,361,91.67
14,15,367,100
14,16,359,100
14,17,370,100
14,18,370,100
14,19,658,100
14,20,516,100
14,21,363,100
14,22,340,100
14,23,356,100
15,0,280,100
15,1,279,100
15,2,280,100
15,3,278,100
15,4,282,100
15,5,290,100
15,6,281,100
15,7,331,100
15,8,295,100
15,9,308,100
15,10,317,100
15,11,291,100
15,12,326,100
15,13,313,100
15,14,305,100
15,15,306,100
15,16,323,100
15,17,324,100
15,18,308,100
15,19,302,100
15,20,316,100
15,21,301,100
15,22,306,100
15,23,289,100
16,0,234,100
16,1,218,100
16,2,224,100
16,3,232,100
16,4,219,100
16,5,239,100
16,6,223,100
16,7,257,100
16,8,238,100
16,9,270,100
16,10,270,100
16,11,248,100
16,12,241,100
16,13,235,100
16,14,229,100
16,15,238,100
16,16,249,100
16,17,527,100
16,18,234,100
16,19,227,100
16,20,242,100
16,21,229,100
16,22,217,100
16,23,209,100
17,0,31,100
17,1,32,100
17,2,35,100
17,3,32,100
17,4,31,100
17,5,32,100
17,6,33,100
17,7,33,100
17,8,34,100
17,9,35,100
17,10,33,100
17,11,36,100
17,12,43,100
17,13,35,100
17,14,36,100
17,15,36,100
17,16,37,100
17,17,36,100
17,18,36,100
17,19,35,100
17,20,35,100
17,21,33,100
17,22,35,100
17,23,36,100
18,0,32,100
18,1,30,100
18,2,32,100
18,3,31,100
18,4,30,100
18,5,31,100
18,6,30,100
18,7,33,100
18,8,34,100
18,9,35,100
18,10,36,100
