index,hour,latency,uptime
0,0,43,100
0,1,42,100
0,2,43,100
0,3,43,100
0,4,44,100
0,5,43,100
0,6,132,100
0,7,43,100
0,8,43,100
0,9,43,100
0,10,44,100
0,11,53,100
0,12,44,100
0,13,46,100
0,14,65,100
0,15,47,100
0,16,44,100
0,17,45,100
0,18,68,100
0,19,44,100
0,20,47,100
0,21,132,100
0,22,43,100
0,23,44,100
1,0,218,100
1,1,190,100
1,2,218,100
1,3,174,100
1,4,748,100
1,5,1015,91.67
1,6,183,100
1,7,218,100
1,8,175,100
1,9,207,100
1,10,214,100
1,11,194,100
1,12,174,100
1,13,168,100
1,14,168,100
1,15,172,100
1,16,175,100
1,17,204,100
1,18,198,100
1,19,276,100
1,20,239,100
1,21,263,100
1,22,189,100
1,23,235,100
2,0,169,100
2,1,169,100
2,2,171,100
2,3,171,100
2,4,173,100
2,5,198,100
2,6,168,100
2,7,174,100
2,8,182,100
2,9,199,100
2,10,172,100
2,11,194,100
2,12,189,100
2,13,191,100
2,14,175,100
2,15,169,100
2,16,171,100
2,17,167,100
2,18,192,100
2,19,169,100
2,20,188,100
2,21,214,100
2,22,191,100
2,23,174,100
3,0,177,100
3,1,179,100
3,2,390,100
3,3,184,100
3,4,1034,91.67
3,5,186,100
3,6,204,100
3,7,194,100
3,8,182,100
3,9,182,100
3,10,192,100
3,11,178,100
3,12,177,100
3,13,300,100
3,14,177,100
3,15,182,100
3,16,178,100
3,17,186,100
3,18,208,100
3,19,176,100
3,20,176,100
3,21,185,100
3,22,173,100
3,23,176,100
4,0,216,100
4,1,173,100
4,2,595,100
4,3,188,100
4,4,169,100
4,5,623,100
4,6,223,100
4,7,171,100
4,8,281,100
4,9,218,100
4,10,189,100
4,11,169,100
4,12,170,100
4,13,189,100
4,14,277,100
4,15,190,100
4,16,248,100
4,17,274,100
4,18,197,100
4,19,195,100
4,20,212,100
4,21,265,100
4,22,237,100
4,23,247,100
5,0,165,100
5,1,250,100
5,2,236,100
5,3,193,100
5,4,195,100
5,5,169,100
5,6,228,100
5,7,319,100
5,8,177,100
5,9,192,100
5,10,255,100
5,11,167,100
5,12,197,100
5,13,848,100
5,14,170,100
5,15,174,100
5,16,436,100
5,17,169,100
5,18,216,100
5,19,171,100
5,20,257,100
5,21,233,100
5,22,241,100
5,23,211,100
6,0,165,100
6,1,168,100
6,2,164,100
6,3,198,100
6,4,629,100
6,5,170,100
6,6,173,100
6,7,240,100
6,8,215,100
6,9,171,100
6,10,201,100
6,11,168,100
6,12,192,100
6,13,166,100
6,14,169,100
6,15,218,100
6,16,207,100
6,17,198,100
6,18,207,100
6,19,194,100
6,20,167,100
6,21,168,100
6,22,189,100
6,23,189,100
7,0,164,100
7,1,165,100
7,2,169,100
7,3,167,100
7,4,166,100
7,5,171,100
7,6,167,100
7,7,169,100
7,8,173,100
7,9,173,100
7,10,169,100
7,11,171,100
7,12,170,100
7,13,171,100
7,14,193,100
7,15,180,100
7,16,169,100
7,17,176,100
7,18,182,100
7,19,189,100
7,20,170,100
7,21,168,100
7,22,166,100
7,23,168,100
8,0,168,100
8,1,170,100
8,2,167,100
8,3,170,100
8,4,190,100
8,5,168,100
8,6,169,100
8,7,180,100
8,8,164,100
8,9,165,100
8,10,172,100
8,11,168,100
8,12,163,100
8,13,164,100
8,14,168,100
8,15,169,100
8,16,170,100
8,17,169,100
8,18,171,100
8,19,193,100
8,20,167,100
8,21,182,100
8,22,162,100
8,23,166,100
9,0,164,100
9,1,168,100
9,2,171,100
9,3,167,100
9,4,169,100
9,5,169,100
9,6,166,100
9,7,168,100
9,8,166,100
9,9,171,100
9,10,165,100
9,11,167,100
9,12,178,100
9,13,189,100
9,14,166,100
9,15,165,100
9,16,167,100
9,17,175,100
9,18,168,100
9,19,191,100
9,20,377,100
9,21,165,100
9,22,164,100
9,23,166,100
10,0,308,100
10,1,309,100
10,2,306,100
10,3,307,100
10,4,305,100
10,5,306,100
10,6,305,100
10,7,311,100
10,8,306,100
10,9,307,100
10,10,308,100
10,11,331,100
10,12,306,100
10,13,306,100
10,14,306,100
10,15,307,100
10,16,306,100
10,17,307,100
10,18,312,100
10,19,307,100
10,20,306,100
10,21,311,100
10,22,307,100
10,23,307,100
11,0,306,100
11,1,305,100
11,2,303,100
11,3,304,100
11,4,305,100
11,5,305,100
11,6,303,100
11,7,304,100
11,8,303,100
11,9,302,100
11,10,307,100
11,11,316,100
11,12,302,100
11,13,304,100
11,14,302,100
11,15,304,100
11,16,308,100
11,17,304,100
11,18,305,100
11,19,305,100
11,20,303,100
11,21,305,100
11,22,312,100
11,23,305,100
12,0,323,100
12,1,324,100
12,2,319,100
12,3,474,100
12,4,317,100
12,5,320,100
12,6,323,100
12,7,327,100
12,8,326,100
12,9,329,100
12,10,319,100
12,11,324,100
12,12,324,100
12,13,318,100
12,14,322,100
12,15,325,100
12,16,719,100
12,17,320,100
12,18,319,100
12,19,331,100
12,20,321,100
12,21,320,100
12,22,318,100
12,23,345,100
13,0,305,100
13,1,305,100
13,2,304,100
13,3,305,100
13,4,302,100
13,5,304,100
13,6,306,100
13,7,307,100
13,8,304,100
13,9,304,100
13,10,304,100
13,11,305,100
13,12,302,100
13,13,303,100
13,14,305,100
13,15,303,100
13,16,303,100
13,17,303,100
13,18,306,100
13,19,307,100
13,20,304,100
13,21,303,100
13,22,303,100
13,23,303,100
14,0,365,100
14,1,341,100
14,2,362,100
14,3,332,100
14,4,362,100
14,5,343,100
14,6,379,100
14,7,345,100
14,8,350,100
14,9,348,100
