index,hour,latency,uptime
0,0,43,100
0,1,128,100
0,2,42,100
0,3,41,100
0,4,42,100
0,5,42,100
0,6,42,100
0,7,42,100
0,8,42,100
0,9,43,100
0,10,43,100
0,11,43,100
0,12,42,100
0,13,42,100
0,14,61,100
0,15,43,100
0,16,41,100
0,17,43,100
0,18,43,100
0,19,44,100
0,20,41,100
0,21,48,100
0,22,48,100
0,23,48,100
1,0,291,100
1,1,263,100
1,2,302,100
1,3,218,100
1,4,214,100
1,5,426,100
1,6,170,100
1,7,203,100
1,8,215,100
1,9,204,100
1,10,222,100
1,11,222,100
1,12,173,100
1,13,216,100
1,14,202,100
1,15,174,100
1,16,202,100
1,17,215,100
1,18,172,100
1,19,601,100
1,20,200,100
1,21,191,100
1,22,232,100
1,23,208,100
2,0,188,100
2,1,200,100
2,2,210,100
2,3,192,100
2,4,293,100
2,5,168,100
2,6,195,100
2,7,181,100
2,8,168,100
2,9,168,100
2,10,195,100
2,11,196,100
2,12,168,100
2,13,190,100
2,14,168,100
2,15,194,100
2,16,180,100
2,17,286,100
2,18,215,100
2,19,176,100
2,20,175,100
2,21,180,100
2,22,228,100
2,23,627,100
3,0,177,100
3,1,178,100
3,2,196,100
3,3,178,100
3,4,647,100
3,5,177,100
3,6,184,100
3,7,199,100
3,8,175,100
3,9,215,100
3,10,177,100
3,11,184,100
3,12,174,100
3,13,178,100
3,14,610,100
3,15,197,100
3,16,206,100
3,17,390,100
3,18,203,100
3,19,186,100
3,20,178,100
3,21,191,100
3,22,216,100
3,23,204,100
4,0,253,100
4,1,318,100
4,2,243,100
4,3,257,100
4,4,237,100
4,5,220,100
4,6,200,100
4,7,175,100
4,8,223,100
4,9,1064,91.67
4,10,170,100
4,11,698,100
4,12,169,100
4,13,620,100
4,14,173,100
4,15,1036,91.67
4,16,219,100
4,17,213,91.67
4,18,175,100
4,19,210,100
4,20,393,100
4,21,193,100
4,22,190,100
4,23,244,100
5,0,273,100
5,1,479,100
5,2,199,100
5,3,189,100
5,4,191,100
5,5,221,100
5,6,421,100
5,7,167,100
5,8,255,100
5,9,191,100
5,10,198,100
5,11,285,100
5,12,168,100
5,13,217,100
5,14,215,100
5,15,191,100
5,16,197,100
5,17,212,100
5,18,226,100
5,19,675,100
5,20,258,100
5,21,203,100
5,22,218,100
5,23,315,100
6,0,322,100
6,1,259,100
6,2,200,100
6,3,264,100
6,4,170,100
6,5,192,100
6,6,216,100
6,7,168,100
6,8,211,100
6,9,189,100
6,10,315,100
6,11,215,100
6,12,198,100
6,13,208,100
6,14,305,100
6,15,207,100
6,16,237,100
6,17,240,100
6,18,200,100
6,19,176,100
6,20,225,100
6,21,267,100
6,22,217,100
6,23,416,100
7,0,163,100
7,1,173,100
7,2,166,100
7,3,168,100
7,4,171,100
7,5,168,100
7,6,260,100
7,7,165,100
7,8,168,100
7,9,166,100
7,10,189,100
7,11,196,100
7,12,191,100
7,13,170,100
7,14,177,100
7,15,174,100
7,16,172,100
7,17,169,100
7,18,178,100
7,19,179,100
7,20,168,100
7,21,181,100
7,22,186,100
7,23,176,100
8,0,167,100
8,1,166,100
8,2,168,100
8,3,167,100
8,4,193,100
8,5,178,100
8,6,174,100
8,7,166,100
8,8,254,100
8,9,167,100
8,10,168,100
8,11,190,100
8,12,173,100
8,13,166,100
8,14,168,100
8,15,167,100
8,16,171,100
8,17,166,100
8,18,178,100
8,19,171,100
8,20,165,100
8,21,179,100
8,22,185,100
8,23,180,100
9,0,164,100
9,1,184,100
9,2,170,100
9,3,167,100
9,4,163,100
9,5,169,100
9,6,168,100
9,7,166,100
9,8,163,100
9,9,169,100
9,10,170,100
9,11,983,91.67
9,12,167,100
9,13,161,100
9,14,170,100
9,15,174,100
9,16,192,100
9,17,253,100
9,18,172,100
9,19,167,100
9,20,176,100
9,21,268,100
9,22,186,100
9,23,177,100
10,0,312,100
10,1,308,100
10,2,309,100
10,3,308,100
10,4,312,100
10,5,308,100
10,6,312,100
10,7,309,100
10,8,310,100
10,9,308,100
10,10,310,100
10,11,308,100
10,12,313,100
10,13,310,100
10,14,312,100
10,15,312,100
10,16,309,100
10,17,313,100
10,18,312,100
10,19,310,100
10,20,311,100
10,21,311,100
10,22,308,100
10,23,312,100
11,0,309,100
11,1,308,100
11,2,309,100
11,3,308,100
11,4,306,100
11,5,306,100
11,6,309,100
11,7,308,100
11,8,309,100
11,9,311,100
11,10,307,100
11,11,310,100
11,12,307,100
11,13,308,100
11,14,308,100
11,15,310,100
11,16,308,100
11,17,310,100
11,18,310,100
11,19,310,100
11,20,311,100
11,21,309,100
11,22,309,100
11,23,311,100
12,0,328,100
12,1,910,100
12,2,326,100
12,3,329,100
12,4,467,100
12,5,378,100
12,6,324,100
12,7,324,100
12,8,317,100
12,9,340,100
12,10,334,100
12,11,326,100
12,12,327,100
12,13,366,100
12,14,327,100
12,15,336,100
12,16,325,100
12,17,328,100
12,18,359,100
12,19,383,100
12,20,364,100
12,21,330,100
12,22,376,100
12,23,329,100
13,0,308,100
13,1,356,100
13,2,307,100
13,3,309,100
13,4,308,100
13,5,308,100
13,6,313,100
13,7,311,100
13,8,309,100
13,9,309,100
13,10,308,100
13,11,309,100
13,12,309,100
13,13,308,100
13,14,313,100
13,15,310,100
13,16,307,100
13,17,313,100
13,18,310,100
13,19,311,100
13,20,309,100
13,21,311,100
13,22,311,100
13,23,309,100
14,0,367,100
14,1,362,100
14,2,344,100
14,3,357,100
14,4,338,100
14,5,347,100
14,6,348,100
14,7,353,100
14,8,530,100
14,9,437,100
14,10,348,100
14,11,346,100
14,12,346,100
14,13,371,100
14,14,363,100
14,15,388,100
14,16,359,100
14,17,359,100
14,18,375,100
14,19,367,100
14,20,403,100
14,21,362,100
14,22,460,100
14,23,356,100
15,0,287,100
15,1,278,100
15,2,309,100
15,3,276,100
15,4,275,100
15,5,277,100
15,6,277,100
15,7,282,100
15,8,290,100
15,9,310,100
15,10,327,100
15,11,322,100
15,12,296,100
15,13,298,100
15,14,739,100
15,15,326,100
15,16,299,100
15,17,306,100
15,18,311,100
15,19,321,100
15,20,300,100
15,21,291,100
15,22,282,100
15,23,291,100
16,0,236,100
16,1,200,100
16,2,194,100
16,3,194,100
16,4,193,100
16,5,196,100
16,6,198,100
16,7,202,100
16,8,207,100
16,9,235,100
16,10,250,100
16,11,255,100
16,12,222,100
16,13,219,100
16,14,657,100
16,15,256,100
16,16,226,100
16,17,226,100
16,18,234,100
16,19,233,100
16,20,254,100
16,21,218,100
16,22,207,100
16,23,200,100
17,0,28,100
17,1,28,100
17,2,29,100
17,3,30,100
