index,hour,latency,uptime
0,0,45,100
0,1,44,100
0,2,44,100
0,3,44,100
0,4,46,100
0,5,44,100
0,6,45,100
0,7,45,100
0,8,45,100
0,9,133,100
0,10,50,100
0,11,53,100
0,12,47,100
0,13,45,100
0,14,84,100
0,15,44,100
0,16,45,100
0,17,62,100
0,18,44,100
0,19,128,100
0,20,44,100
0,21,44,100
0,22,44,100
0,23,44,100
1,0,191,100
1,1,280,100
1,2,279,100
1,3,308,100
1,4,314,100
1,5,329,100
1,6,424,100
1,7,367,100
1,8,333,100
1,9,271,100
1,10,389,100
1,11,218,100
1,12,295,100
1,13,217,100
1,14,169,100
1,15,166,100
1,16,192,100
1,17,166,100
1,18,189,100
1,19,166,100
1,20,171,100
1,21,165,100
1,22,168,100
1,23,164,100
2,0,217,100
2,1,278,100
2,2,258,100
2,3,329,100
2,4,345,100
2,5,309,100
2,6,361,100
2,7,285,100
2,8,288,100
2,9,286,100
2,10,363,100
2,11,266,100
2,12,260,100
2,13,237,100
2,14,172,100
2,15,171,100
2,16,176,100
2,17,169,100
2,18,168,100
2,19,169,100
2,20,189,100
2,21,165,100
2,22,167,100
2,23,164,100
3,0,202,100
3,1,276,100
3,2,273,100
3,3,367,100
3,4,368,100
3,5,345,100
3,6,343,100
3,7,344,100
3,8,300,100
3,9,331,100
3,10,366,100
3,11,302,100
3,12,275,100
3,13,259,100
3,14,300,100
3,15,183,100
3,16,181,100
3,17,203,100
3,18,219,100
3,19,182,100
3,20,182,100
3,21,183,100
3,22,179,100
3,23,179,100
4,0,192,100
4,1,304,100
4,2,321,100
4,3,261,100
4,4,308,100
4,5,354,100
4,6,316,100
4,7,307,100
4,8,342,100
4,9,292,100
4,10,390,100
4,11,245,100
4,12,264,100
4,13,240,100
4,14,236,100
4,15,184,100
4,16,168,100
4,17,168,100
4,18,172,100
4,19,171,100
4,20,167,100
4,21,189,100
4,22,167,100
4,23,166,100
5,0,213,100
5,1,368,100
5,2,257,100
5,3,280,100
5,4,305,100
5,5,327,100
5,6,334,100
5,7,286,100
5,8,338,100
5,9,264,100
5,10,387,100
5,11,220,100
5,12,258,100
5,13,213,100
5,14,180,100
5,15,170,100
5,16,165,100
5,17,260,100
5,18,166,100
5,19,167,100
5,20,167,100
5,21,164,100
5,22,164,100
5,23,165,100
6,0,255,100
6,1,256,100
6,2,260,100
6,3,282,100
6,4,301,100
6,5,327,100
6,6,330,100
6,7,307,100
6,8,346,100
6,9,265,100
6,10,389,100
6,11,237,100
6,12,262,100
6,13,213,100
6,14,165,100
6,15,165,100
6,16,166,100
6,17,168,100
6,18,166,100
6,19,165,100
6,20,168,100
6,21,165,100
6,22,169,100
6,23,164,100
7,0,166,100
7,1,167,100
7,2,163,100
7,3,180,100
7,4,175,100
7,5,174,100
7,6,167,100
7,7,191,100
7,8,168,100
7,9,174,100
7,10,183,100
7,11,194,100
7,12,170,100
7,13,169,100
7,14,167,100
7,15,168,100
7,16,168,100
7,17,191,100
7,18,167,100
7,19,169,100
7,20,261,100
7,21,165,100
7,22,164,100
7,23,168,100
8,0,164,100
8,1,164,100
8,2,163,100
8,3,162,100
8,4,166,100
8,5,163,100
8,6,165,100
8,7,236,100
8,8,213,100
8,9,195,100
8,10,180,100
8,11,175,100
8,12,168,100
8,13,166,100
8,14,168,100
8,15,164,100
8,16,167,100
8,17,167,100
8,18,164,100
8,19,253,100
8,20,168,100
8,21,164,100
8,22,166,100
8,23,173,100
9,0,167,100
9,1,166,100
9,2,164,100
9,3,166,100
9,4,169,100
9,5,168,100
9,6,172,100
9,7,282,100
9,8,170,100
9,9,178,100
9,10,180,100
9,11,197,100
9,12,256,100
9,13,169,100
9,14,168,100
9,15,170,100
9,16,169,100
9,17,171,100
9,18,171,100
9,19,254,100
9,20,172,100
9,21,188,100
9,22,167,100
9,23,252,100
10,0,305,100
10,1,304,100
10,2,304,100
10,3,306,100
10,4,305,100
10,5,302,100
10,6,306,100
10,7,305,100
10,8,303,100
10,9,304,100
10,10,304,100
10,11,304,100
10,12,306,100
10,13,306,100
10,14,303,100
10,15,305,100
10,16,304,100
10,17,305,100
10,18,304,100
10,19,306,100
10,20,304,100
10,21,304,100
10,22,306,100
10,23,303,100
11,0,303,100
11,1,304,100
11,2,303,100
11,3,305,100
11,4,305,100
11,5,302,100
11,6,303,100
