index,hour,latency,uptime
0,0,44,100
0,1,44,100
0,2,42,100
0,3,72,100
0,4,51,100
0,5,43,100
0,6,44,100
0,7,42,100
0,8,45,100
0,9,45,100
0,10,45,100
0,11,131,100
0,12,65,100
0,13,42,100
0,14,46,100
0,15,42,100
0,16,42,100
0,17,77,100
0,18,112,100
0,19,50,100
0,20,44,100
0,21,43,100
0,22,42,100
0,23,42,100
1,0,326,100
1,1,272,100
1,2,292,100
1,3,317,100
1,4,731,100
1,5,341,100
1,6,218,100
1,7,351,100
1,8,254,100
1,9,631,100
1,10,310,100
1,11,786,100
1,12,478,100
1,13,537,100
1,14,308,100
1,15,228,100
1,16,272,100
1,17,537,100
1,18,273,100
1,19,322,100
1,20,246,100
1,21,305,100
1,22,295,100
1,23,294,100
2,0,373,100
2,1,230,100
2,2,362,100
2,3,372,100
2,4,373,100
2,5,250,100
2,6,296,100
2,7,328,100
2,8,246,100
2,9,233,100
2,10,179,100
2,11,302,100
2,12,265,100
2,13,427,100
2,14,332,100
2,15,193,100
2,16,864,100
2,17,335,100
2,18,238,100
2,19,753,100
2,20,205,100
2,21,275,100
2,22,317,100
2,23,252,100
3,0,495,100
3,1,339,100
3,2,659,100
3,3,370,100
3,4,334,100
3,5,252,100
3,6,414,100
3,7,305,100
3,8,278,100
3,9,253,100
3,10,681,100
3,11,1019,100
3,12,266,100
3,13,261,100
3,14,252,100
3,15,235,100
3,16,647,100
3,17,279,100
3,18,365,100
3,19,374,100
3,20,233,100
3,21,256,100
3,22,592,100
3,23,288,100
4,0,264,100
4,1,347,100
4,2,246,100
4,3,242,91.67
4,4,219,91.67
4,5,328,100
4,6,265,100
4,7,306,100
4,8,631,100
4,9,384,100
4,10,261,100
4,11,254,100
4,12,862,100
4,13,258,100
4,14,317,100
4,15,745,100
4,16,294,100
4,17,292,100
4,18,566,100
4,19,425,100
4,20,322,100
4,21,289,100
4,22,488,100
4,23,268,100
5,0,402,100
5,1,260,100
5,2,251,100
5,3,255,100
5,4,290,100
5,5,314,100
5,6,240,100
5,7,354,100
5,8,244,100
5,9,603,100
5,10,263,100
5,11,413,100
5,12,528,100
5,13,317,100
5,14,274,100
5,15,314,100
5,16,273,100
5,17,369,100
5,18,360,100
5,19,1161,91.67
5,20,317,100
5,21,260,100
5,22,286,100
5,23,614,100
6,0,311,100
6,1,266,100
6,2,243,100
